Node_ID,Top_1,Top_2,Top_3,Top_4,Top_5
182,"(15526, 0.6447758674621582)","(12995, 0.6415766477584839)","(5671, 0.6398505568504333)","(959, 0.639564037322998)","(15527, 0.6385418772697449)"
183,"(3306, 0.9735305309295654)","(1757, 0.9690297842025757)","(694, 0.9684509038925171)","(1015, 0.9677698612213135)","(883, 0.9660419821739197)"
184,"(8701, 0.6533651351928711)","(8702, 0.6527034640312195)","(4223, 0.6513271331787109)","(4066, 0.6494479775428772)","(8698, 0.6490078568458557)"
185,"(4223, 0.6521372199058533)","(8701, 0.6519585847854614)","(8702, 0.6507750749588013)","(4066, 0.6496986150741577)","(4222, 0.6476571559906006)"
186,"(6357, 0.9919255971908569)","(6356, 0.9909577965736389)","(1151, 0.9908132553100586)","(1150, 0.989987850189209)","(839, 0.9888192415237427)"
187,"(6356, 0.9912616610527039)","(255, 0.9907713532447815)","(839, 0.9904255270957947)","(1151, 0.9899192452430725)","(6357, 0.98965984582901)"
188,"(6356, 0.986980676651001)","(839, 0.9867347478866577)","(255, 0.9854886531829834)","(1152, 0.9852625727653503)","(1151, 0.9850981831550598)"
189,"(115, 0.8831939101219177)","(1400, 0.8729901909828186)","(1053, 0.8587071895599365)","(1052, 0.8546409606933594)","(3072, 0.7906792163848877)"
190,"(1374, 0.7817152738571167)","(2892, 0.7653176188468933)","(154, 0.7574235796928406)","(1373, 0.749887228012085)","(2277, 0.746353805065155)"
191,"(15200, 0.992245078086853)","(495, 0.9922308325767517)","(15202, 0.9915887713432312)","(15201, 0.9874144196510315)","(8106, 0.9870178699493408)"
192,"(495, 0.9955033659934998)","(5665, 0.989644467830658)","(15200, 0.986334502696991)","(15202, 0.985299289226532)","(8106, 0.9818899631500244)"
193,"(1076, 0.6725690960884094)","(2988, 0.6659385561943054)","(1075, 0.659500002861023)","(2987, 0.6590147018432617)","(5636, 0.6506428122520447)"
194,"(15021, 0.9982933402061462)","(474, 0.9955938458442688)","(476, 0.9954215884208679)","(475, 0.9940221309661865)","(1076, 0.6576524972915649)"
195,"(15021, 0.9970139861106873)","(474, 0.9945262670516968)","(476, 0.9941673278808594)","(475, 0.9927574396133423)","(1076, 0.660416305065155)"
196,"(15021, 0.9978516101837158)","(474, 0.9949849843978882)","(476, 0.994587779045105)","(475, 0.9932835698127747)","(1076, 0.663889467716217)"
197,"(1401, 0.998798668384552)","(10451, 0.9932280778884888)","(10452, 0.989927351474762)","(10453, 0.9893492460250854)","(10454, 0.9889676570892334)"
198,"(10452, 0.991359531879425)","(10453, 0.990854024887085)","(10454, 0.9906315207481384)","(10457, 0.9903635382652283)","(10455, 0.9902088046073914)"
199,"(10593, 0.6457310318946838)","(10590, 0.6456034183502197)","(10592, 0.6437394618988037)","(105, 0.6432333588600159)","(10595, 0.6430560946464539)"
200,"(10593, 0.6556739807128906)","(10590, 0.6552082896232605)","(10592, 0.6535593271255493)","(10595, 0.65304034948349)","(10596, 0.6528139710426331)"
201,"(4315, 0.6544210910797119)","(4893, 0.6501123905181885)","(6472, 0.6499844789505005)","(4894, 0.6491775512695312)","(6471, 0.6464481949806213)"
202,"(4315, 0.6534051299095154)","(4893, 0.6503347754478455)","(6472, 0.6493915915489197)","(4894, 0.6493886113166809)","(6471, 0.6457611918449402)"
203,"(4315, 0.6518701910972595)","(4893, 0.6487814784049988)","(6472, 0.6484254598617554)","(4894, 0.6477003693580627)","(6471, 0.6448893547058105)"
204,"(1157, 0.6653303503990173)","(9683, 0.6554787158966064)","(958, 0.651602566242218)","(959, 0.6509483456611633)","(2517, 0.6493619680404663)"
205,"(1157, 0.6667658686637878)","(9683, 0.6564149260520935)","(958, 0.6532166600227356)","(959, 0.6525297164916992)","(2987, 0.6500204801559448)"
206,"(2987, 0.6430468559265137)","(2988, 0.6408666968345642)","(1765, 0.6392892003059387)","(2518, 0.6391015648841858)","(1764, 0.6390519738197327)"
207,"(2987, 0.6434547305107117)","(2988, 0.6415091156959534)","(2518, 0.6404471397399902)","(1765, 0.6394538879394531)","(1764, 0.6393151879310608)"
208,"(906, 0.9475138187408447)","(907, 0.943501889705658)","(4689, 0.9414263367652893)","(3422, 0.9411009550094604)","(3423, 0.9384894967079163)"
209,"(998, 0.9418220520019531)","(906, 0.9414836764335632)","(3422, 0.9381842017173767)","(3423, 0.9374797940254211)","(997, 0.9367691278457642)"
210,"(906, 0.951109766960144)","(998, 0.9446980357170105)","(907, 0.9445117115974426)","(3422, 0.9436478018760681)","(3221, 0.9423149824142456)"
211,"(906, 0.9425702691078186)","(4689, 0.9386305212974548)","(998, 0.9376107454299927)","(14376, 0.9362842440605164)","(907, 0.936223030090332)"
212,"(2648, 0.7568308115005493)","(5941, 0.7529712319374084)","(4673, 0.751636803150177)","(5942, 0.748871386051178)","(7423, 0.7474485635757446)"
213,"(6352, 0.9421209096908569)","(1910, 0.9334041476249695)","(1912, 0.9324958920478821)","(6351, 0.9313335418701172)","(1911, 0.9272632598876953)"
214,"(759, 0.8642812371253967)","(1766, 0.8037557005882263)","(1767, 0.7981967329978943)","(433, 0.7888305187225342)","(6352, 0.7656641006469727)"
215,"(1021, 0.8401779532432556)","(2215, 0.8285664319992065)","(2216, 0.8208123445510864)","(2756, 0.8186718821525574)","(1672, 0.8125778436660767)"
216,"(2215, 0.9158492684364319)","(1021, 0.9147725701332092)","(2756, 0.9075510501861572)","(14918, 0.9075324535369873)","(2216, 0.9051765203475952)"
217,"(14918, 0.917497992515564)","(1021, 0.9156800508499146)","(14917, 0.9145445227622986)","(14921, 0.9111849069595337)","(14916, 0.9086140990257263)"
218,"(2215, 0.913513720035553)","(1021, 0.9109514951705933)","(2756, 0.9055306315422058)","(2755, 0.9042918086051941)","(2216, 0.9032935500144958)"
219,"(1021, 0.9101345539093018)","(2756, 0.9032280445098877)","(2215, 0.9028502106666565)","(14918, 0.9027483463287354)","(2211, 0.8993556499481201)"
220,"(14918, 0.9233907461166382)","(1021, 0.9209743738174438)","(2215, 0.9135600328445435)","(14917, 0.9125534892082214)","(14916, 0.9091411828994751)"
221,"(1015, 0.9713517427444458)","(1016, 0.9651257991790771)","(1757, 0.9604618549346924)","(883, 0.9594276547431946)","(3306, 0.9593133330345154)"
222,"(1015, 0.9720730781555176)","(1755, 0.9655428528785706)","(1757, 0.9640851020812988)","(3306, 0.9637123942375183)","(1016, 0.9621661901473999)"
223,"(1015, 0.9768751859664917)","(1016, 0.97035813331604)","(1755, 0.9649088382720947)","(1757, 0.9646580815315247)","(3306, 0.9616401195526123)"
225,"(4034, 0.6523619294166565)","(4033, 0.647003173828125)","(2987, 0.6459987163543701)","(2988, 0.6422218680381775)","(6034, 0.6383439898490906)"
226,"(4034, 0.652490496635437)","(4033, 0.6467742919921875)","(2987, 0.6464346647262573)","(2988, 0.6428214907646179)","(6034, 0.6410435438156128)"
227,"(4034, 0.6511874198913574)","(4033, 0.6455262899398804)","(2987, 0.6447893977165222)","(2988, 0.6412314772605896)","(6034, 0.6379116773605347)"
228,"(8187, 0.7073660492897034)","(8188, 0.7062565684318542)","(8189, 0.705136239528656)","(2045, 0.7048587203025818)","(4600, 0.700438380241394)"
229,"(239, 0.9792627692222595)","(240, 0.9678722023963928)","(2045, 0.9264599084854126)","(3053, 0.9037373661994934)","(2046, 0.9012407064437866)"
230,"(1796, 0.7549620866775513)","(5997, 0.750488817691803)","(5994, 0.7504298686981201)","(1797, 0.7489566802978516)","(1798, 0.7484403848648071)"
231,"(2834, 0.9766992926597595)","(1259, 0.9751863479614258)","(277, 0.9750791192054749)","(2076, 0.9726228713989258)","(503, 0.9720057249069214)"
232,"(1289, 0.8973528146743774)","(11797, 0.8888206481933594)","(1716, 0.8781745433807373)","(2143, 0.8663967847824097)","(13500, 0.8583308458328247)"
233,"(1785, 0.6555407047271729)","(1786, 0.6480617523193359)","(9473, 0.6479199528694153)","(15526, 0.6450420618057251)","(9474, 0.6445302963256836)"
234,"(1785, 0.6570169925689697)","(1786, 0.6488531231880188)","(9473, 0.6485804915428162)","(15526, 0.6468607783317566)","(9474, 0.6451830267906189)"
235,"(1785, 0.6564914584159851)","(1786, 0.6489308476448059)","(9473, 0.6480962634086609)","(15526, 0.6469930410385132)","(9474, 0.6446890234947205)"
236,"(1785, 0.6555234789848328)","(1786, 0.6482003927230835)","(9473, 0.6473986506462097)","(15526, 0.644774854183197)","(9474, 0.6439605355262756)"
237,"(14046, 0.6546631455421448)","(1480, 0.6490614414215088)","(14048, 0.6487281322479248)","(14047, 0.6474261283874512)","(2518, 0.6469286680221558)"
238,"(14046, 0.6542263627052307)","(1480, 0.6487293839454651)","(14048, 0.6481380462646484)","(2518, 0.6479619741439819)","(2517, 0.6475011110305786)"
239,"(229, 0.9792627692222595)","(2045, 0.9287057518959045)","(3053, 0.9171200394630432)","(2046, 0.9164466261863708)","(14213, 0.903821587562561)"
240,"(229, 0.9678722023963928)","(2045, 0.91480553150177)","(3053, 0.909889280796051)","(2046, 0.8998432755470276)","(14213, 0.8925926089286804)"
241,"(14208, 0.6454788446426392)","(5634, 0.6445509195327759)","(14207, 0.6437013149261475)","(2802, 0.6431608200073242)","(5636, 0.6422448754310608)"
242,"(8847, 0.99860018491745)","(8846, 0.9984728693962097)","(8845, 0.9984453320503235)","(8844, 0.9983707070350647)","(8848, 0.9982473850250244)"
243,"(883, 0.9726073145866394)","(1015, 0.9710299968719482)","(130, 0.968245804309845)","(132, 0.966768205165863)","(6330, 0.9661436676979065)"
244,"(130, 0.9693542122840881)","(1015, 0.9678410291671753)","(883, 0.9646770358085632)","(132, 0.962607204914093)","(1016, 0.9618557095527649)"
245,"(476, 0.6629191040992737)","(475, 0.6626933813095093)","(474, 0.6613032221794128)","(196, 0.6602501273155212)","(15021, 0.6596940755844116)"
246,"(2988, 0.6547184586524963)","(476, 0.654601514339447)","(475, 0.6544773578643799)","(474, 0.653117835521698)","(196, 0.652569055557251)"
247,"(476, 0.662675142288208)","(475, 0.662510335445404)","(474, 0.6610966324806213)","(196, 0.6603093147277832)","(15021, 0.6597579717636108)"
248,"(476, 0.6565878391265869)","(475, 0.6562991142272949)","(474, 0.6548227667808533)","(196, 0.6543177366256714)","(15021, 0.6535033583641052)"
249,"(5671, 0.6528832912445068)","(5672, 0.6522254347801208)","(12892, 0.6490010619163513)","(12893, 0.6465827822685242)","(1148, 0.6425918340682983)"
250,"(5671, 0.652671217918396)","(5672, 0.6516033411026001)","(12892, 0.6488735675811768)","(12893, 0.6461405754089355)","(4316, 0.6432358026504517)"
251,"(5671, 0.6521837115287781)","(5672, 0.6511478424072266)","(12892, 0.6480507254600525)","(12893, 0.6454187035560608)","(1148, 0.6425604820251465)"
252,"(11056, 0.9652859568595886)","(1842, 0.9639551043510437)","(3012, 0.9636890292167664)","(1230, 0.9622290730476379)","(2378, 0.9603180885314941)"
253,"(2378, 0.9757332801818848)","(1230, 0.9751182794570923)","(3012, 0.9744549989700317)","(11056, 0.9719778299331665)","(2733, 0.9697989225387573)"
254,"(3012, 0.9720540046691895)","(2378, 0.9699296951293945)","(11056, 0.9695451855659485)","(1104, 0.9669327735900879)","(1230, 0.964082658290863)"
255,"(839, 0.9928739070892334)","(2816, 0.9922250509262085)","(187, 0.9907713532447815)","(1151, 0.9902680516242981)","(1152, 0.9899168014526367)"
256,"(8680, 0.6557800769805908)","(8682, 0.6553328633308411)","(8683, 0.6551600098609924)","(8681, 0.6539589166641235)","(8679, 0.6528570652008057)"
257,"(8680, 0.6521660089492798)","(8682, 0.6519894599914551)","(8683, 0.6516468524932861)","(8681, 0.6505483984947205)","(8679, 0.6493149399757385)"
258,"(8680, 0.6553856134414673)","(8682, 0.6550249457359314)","(8683, 0.654615044593811)","(8681, 0.6536399126052856)","(8679, 0.6524660587310791)"
259,"(8680, 0.6618245244026184)","(8682, 0.6613790392875671)","(8683, 0.661114513874054)","(8681, 0.66001296043396)","(8679, 0.658765971660614)"
260,"(8680, 0.6505914330482483)","(2814, 0.650172233581543)","(8682, 0.6501173973083496)","(8683, 0.6499558091163635)","(8681, 0.6488218307495117)"
261,"(836, 0.9985156655311584)","(837, 0.9984977841377258)","(835, 0.9984366297721863)","(14524, 0.6306304931640625)","(3013, 0.6285228133201599)"
262,"(14524, 0.6509079933166504)","(3013, 0.6467134356498718)","(14523, 0.6458852291107178)","(17039, 0.6443501710891724)","(2987, 0.6442421078681946)"
263,"(16307, 0.6925481557846069)","(16305, 0.6790313124656677)","(16306, 0.6780626177787781)","(2120, 0.6744539737701416)","(3850, 0.6634210348129272)"
264,"(2120, 0.8998458981513977)","(14118, 0.866801381111145)","(804, 0.852531909942627)","(9287, 0.8419739007949829)","(803, 0.8418347835540771)"
265,"(2562, 0.8591955900192261)","(934, 0.8448675870895386)","(5645, 0.8292098045349121)","(628, 0.8274473547935486)","(38, 0.82464998960495)"
266,"(503, 0.9623036980628967)","(3000, 0.9475095868110657)","(231, 0.9474680423736572)","(466, 0.9471777677536011)","(2076, 0.9464561939239502)"
267,"(3000, 0.9570666551589966)","(503, 0.9567697048187256)","(2076, 0.9502520561218262)","(323, 0.9500201940536499)","(466, 0.9488452672958374)"
268,"(503, 0.9642148017883301)","(231, 0.9584854245185852)","(277, 0.9579693078994751)","(466, 0.9569229483604431)","(3000, 0.9560242295265198)"
269,"(10106, 0.6577563881874084)","(10107, 0.6566290259361267)","(1785, 0.6554031372070312)","(1786, 0.6504843831062317)","(832, 0.6456918716430664)"
270,"(10106, 0.6592597961425781)","(10107, 0.6584643125534058)","(1785, 0.6565220355987549)","(1786, 0.6513403654098511)","(832, 0.6467833518981934)"
271,"(10106, 0.6578167676925659)","(10107, 0.6567437648773193)","(1785, 0.6548367738723755)","(1786, 0.6500126123428345)","(832, 0.6460494995117188)"
272,"(10106, 0.6572530269622803)","(10107, 0.6563040018081665)","(1785, 0.6542359590530396)","(1786, 0.6492547392845154)","(832, 0.645207405090332)"
273,"(7894, 0.9926546216011047)","(7892, 0.9907960891723633)","(7890, 0.9896622896194458)","(7893, 0.9874060750007629)","(7895, 0.9861272573471069)"
274,"(3298, 0.9010683298110962)","(3295, 0.8990942239761353)","(3296, 0.8958255648612976)","(3297, 0.8926670551300049)","(3294, 0.8500317335128784)"
275,"(6294, 0.8766443133354187)","(6295, 0.8717597126960754)","(6296, 0.8716899156570435)","(6297, 0.8675391674041748)","(6298, 0.8636312484741211)"
276,"(10277, 0.7285297513008118)","(8748, 0.6853580474853516)","(1515, 0.6731846928596497)","(8750, 0.6593928933143616)","(4143, 0.6573559641838074)"
277,"(2076, 0.9815831780433655)","(503, 0.9784429669380188)","(456, 0.9754766225814819)","(231, 0.9750791192054749)","(329, 0.969633936882019)"
278,"(1158, 0.6607422232627869)","(1157, 0.6595069766044617)","(3013, 0.655877947807312)","(3014, 0.6516934037208557)","(712, 0.6428569555282593)"
279,"(1158, 0.6604348421096802)","(1157, 0.6587424874305725)","(3013, 0.6546812653541565)","(3014, 0.6504001021385193)","(712, 0.6424245238304138)"
280,"(1158, 0.6606874465942383)","(1157, 0.6591985821723938)","(3013, 0.6548331379890442)","(3014, 0.6506648659706116)","(712, 0.6414546966552734)"
281,"(1158, 0.6606676578521729)","(1157, 0.6588183641433716)","(3013, 0.654300332069397)","(3014, 0.6498748064041138)","(712, 0.6420574188232422)"
282,"(5526, 0.7493714690208435)","(5525, 0.7308765053749084)","(319, 0.7199947834014893)","(13379, 0.7178750038146973)","(107, 0.7121486067771912)"
283,"(6298, 0.7858981490135193)","(319, 0.7829957008361816)","(6295, 0.7766718864440918)","(493, 0.7714859843254089)","(6296, 0.7691035866737366)"
284,"(319, 0.9211939573287964)","(109, 0.9194268584251404)","(107, 0.9151424765586853)","(493, 0.9122082591056824)","(494, 0.9120094180107117)"
285,"(319, 0.9136314392089844)","(109, 0.9069539308547974)","(107, 0.8993650674819946)","(494, 0.8973339200019836)","(493, 0.8969125151634216)"
286,"(8572, 0.8351870179176331)","(1061, 0.8313458561897278)","(351, 0.8305210471153259)","(1321, 0.8295010924339294)","(8570, 0.8262990713119507)"
287,"(8636, 0.9268807768821716)","(8638, 0.9229679107666016)","(8635, 0.9227675199508667)","(8637, 0.9193325042724609)","(707, 0.914840042591095)"
288,"(8636, 0.9172664284706116)","(8635, 0.9149882793426514)","(8638, 0.9129039645195007)","(707, 0.9112498760223389)","(384, 0.9096615314483643)"
289,"(6182, 0.9685700535774231)","(6181, 0.9673902988433838)","(1729, 0.962704062461853)","(1728, 0.9620181322097778)","(6180, 0.9569157958030701)"
290,"(6182, 0.9700214266777039)","(6181, 0.9645377397537231)","(1729, 0.960745096206665)","(6180, 0.9595414400100708)","(1728, 0.9575666785240173)"
291,"(6182, 0.9144641160964966)","(6181, 0.9079766273498535)","(1729, 0.8926247358322144)","(6180, 0.8920827507972717)","(11623, 0.8859537839889526)"
292,"(17192, 0.7113795876502991)","(17191, 0.7019141316413879)","(17190, 0.6992859840393066)","(17189, 0.6978712677955627)","(11425, 0.6948083639144897)"
293,"(319, 0.844012975692749)","(494, 0.8394176363945007)","(2904, 0.8338776230812073)","(493, 0.8332067728042603)","(1955, 0.8330702781677246)"
294,"(1989, 0.6921828985214233)","(108, 0.6842636466026306)","(6600, 0.6822509169578552)","(915, 0.6815153956413269)","(109, 0.6790300011634827)"
295,"(998, 0.9761748313903809)","(438, 0.9755422472953796)","(1795, 0.9743736386299133)","(17712, 0.9740347862243652)","(12, 0.9720922112464905)"
296,"(17712, 0.9705808758735657)","(998, 0.9687608480453491)","(4093, 0.968393087387085)","(12, 0.966579020023346)","(438, 0.9654200673103333)"
297,"(17712, 0.9814759492874146)","(12, 0.979904055595398)","(1795, 0.9750591516494751)","(4093, 0.9733414053916931)","(998, 0.9730848073959351)"
298,"(1158, 0.6539238095283508)","(5636, 0.6484161019325256)","(1157, 0.6459758281707764)","(4315, 0.6444709897041321)","(5633, 0.6430420279502869)"
299,"(16051, 0.9976070523262024)","(16050, 0.9975380301475525)","(16052, 0.9974582195281982)","(16049, 0.9973823428153992)","(1158, 0.6374319195747375)"
300,"(16049, 0.9979326725006104)","(16052, 0.9978824853897095)","(16051, 0.9978141784667969)","(16050, 0.9978123903274536)","(1158, 0.636090099811554)"
301,"(3474, 0.9975464940071106)","(11460, 0.9972943663597107)","(8713, 0.9972776770591736)","(4733, 0.9972357153892517)","(8712, 0.9972294569015503)"
302,"(8713, 0.9976668357849121)","(11460, 0.9975246787071228)","(4732, 0.9975113868713379)","(4733, 0.9975093007087708)","(3474, 0.9974987506866455)"
303,"(10107, 0.6644955277442932)","(10106, 0.6644271016120911)","(1157, 0.662050724029541)","(1158, 0.6600028276443481)","(15002, 0.6572844982147217)"
304,"(10107, 0.6612952947616577)","(10106, 0.66078120470047)","(1157, 0.6587076783180237)","(15002, 0.656879186630249)","(12274, 0.6563401818275452)"
305,"(4315, 0.6412279605865479)","(14524, 0.6400197744369507)","(4894, 0.6397609710693359)","(6289, 0.637395441532135)","(4316, 0.6372115015983582)"
